Team 1,Team 2,Pitch,Runs Left,Balls Left,Wickets Remaining,Total Runs Scored,Current Run Rate,Required Run Rate,Winner
New Zealand,Pakistan,2,94,71,10,169,9.306122449,7.943661972,1
Pakistan,Australia,2,102,84,10,165,10.66666667,7.285714286,0
Sri Lanka,Afghanistan,2,11,15,5,158,8.457142857,4.4,1
India,Afghanistan,3,88,51,5,186,8.608695652,10.35294118,0
Sri Lanka,Australia,3,65,30,7,186,8.133333333,13,0
Australia,Sri Lanka,3,143,83,8,192,8.108108108,10.3373494,1
West Indies,Australia,2,64,49,9,153,7.605633803,7.836734694,0
Afghanistan,India,1,10,14,8,116,6.056603774,4.285714286,1
Sri Lanka,England,1,58,65,8,126,7.527272727,5.353846154,1
England,New Zealand,3,148,49,5,197,4.225352113,18.12244898,0
Afghanistan,New Zealand,3,159,100,9,189,9.3,9.54,0
West Indies,India,2,84,60,9,168,8.5,8.4,1
England,West Indies,2,158,115,10,160,3.6,8.243478261,1
Afghanistan,England,1,0,4,6,149,7.75862069,0,1
West Indies,India,2,125,79,8,170,6.731707317,9.493670886,0
Sri Lanka,Pakistan,3,63,20,4,185,7.38,18.9,0
Pakistan,Sri Lanka,3,43,29,6,174,8.703296703,8.896551724,1
Sri Lanka,England,2,19,15,8,168,8.571428571,7.6,1
England,West Indies,1,89,72,8,129,5.125,7.416666667,0
West Indies,Sri Lanka,1,125,112,10,134,7.5,6.696428571,0
West Indies,New Zealand,1,33,29,4,101,4.549450549,6.827586207,1
West Indies,New Zealand,2,144,112,10,150,5.25,7.714285714,0
Australia,Afghanistan,3,114,75,8,185,9.6,9.12,1
New Zealand,England,3,99,42,7,189,7,14.14285714,0
Pakistan,Australia,3,159,90,9,193,7,10.6,0
New Zealand,Pakistan,1,88,54,8,136,4.454545455,9.777777778,0
Afghanistan,New Zealand,3,33,17,7,196,9.553398058,11.64705882,1
West Indies,New Zealand,1,49,49,8,132,7.098591549,6,1
New Zealand,Sri Lanka,1,49,38,8,145,7.097560976,7.736842105,1
New Zealand,India,3,87,57,9,191,10,9.157894737,1
Afghanistan,Pakistan,1,35,34,7,146,7.813953488,6.176470588,1
India,Sri Lanka,3,143,82,8,182,6.315789474,10.46341463,0
New Zealand,Afghanistan,2,60,58,8,151,8.903225806,6.206896552,1
Sri Lanka,Pakistan,2,25,16,8,158,7.730769231,9.375,1
West Indies,Afghanistan,3,164,80,6,223,9,12.3,0
Sri Lanka,Afghanistan,3,110,96,9,172,15.75,6.875,1
England,New Zealand,3,84,13,2,197,6.392523364,38.76923077,0
Australia,India,3,141,84,7,176,6,10.07142857,0
New Zealand,Australia,2,105,66,7,163,6.555555556,9.545454545,1
Pakistan,Australia,3,77,23,2,193,7.237113402,20.08695652,0
Afghanistan,Pakistan,3,89,64,9,171,8.892857143,8.34375,0
West Indies,Afghanistan,2,44,46,8,160,9.486486486,5.739130435,1
New Zealand,Pakistan,2,20,21,8,169,9.090909091,5.714285714,1
West Indies,New Zealand,1,25,38,8,132,7.902439024,3.947368421,1
Afghanistan,New Zealand,2,87,56,9,165,7.40625,9.321428571,0
West Indies,India,2,93,45,5,170,6.24,12.4,0
Afghanistan,England,3,80,46,8,191,9.081081081,10.43478261,1
Afghanistan,Australia,1,13,19,6,112,5.940594059,4.105263158,1
Australia,Sri Lanka,3,98,55,7,198,9.323076923,10.69090909,0
India,England,3,145,91,9,185,8.482758621,9.56043956,0
Afghanistan,Pakistan,1,76,68,9,142,7.730769231,6.705882353,1
India,West Indies,1,58,27,6,140,5.35483871,12.88888889,0
West Indies,New Zealand,1,22,35,8,132,7.835294118,3.771428571,1
Pakistan,India,1,39,41,8,138,7.594936709,5.707317073,1
Australia,Pakistan,1,117,94,10,145,6.692307692,7.468085106,1
England,Afghanistan,1,33,35,7,138,7.482352941,5.657142857,1
West Indies,Sri Lanka,1,65,60,8,134,7,6.5,0
India,West Indies,2,3,11,7,155,8.422018349,1.636363636,1
England,Afghanistan,3,78,33,6,184,7.379310345,14.18181818,0
Afghanistan,New Zealand,1,26,44,9,129,8.210526316,3.545454545,1
Australia,New Zealand,1,63,56,9,147,7.96875,6.75,1
Pakistan,Australia,3,160,107,10,185,12,8.971962617,1
West Indies,Pakistan,1,-3,2,7,142,7.423728814,-9,1
Afghanistan,Australia,2,145,111,10,150,4,7.837837838,0
New Zealand,Pakistan,3,118,65,9,196,8.618181818,10.89230769,1
India,West Indies,2,85,67,9,155,8.037735849,7.611940299,1
England,Sri Lanka,2,80,58,8,161,7.935483871,8.275862069,1
England,Sri Lanka,3,195,116,10,198,6,10.0862069,0
New Zealand,Pakistan,3,83,44,8,196,9,11.31818182,1
West Indies,Australia,2,120,84,7,164,7.5,8.571428571,0
Afghanistan,Australia,2,102,76,7,150,6.681818182,8.052631579,0
West Indies,Sri Lanka,2,170,119,10,170,6,8.571428571,1
England,Australia,1,36,21,8,138,6.242424242,10.28571429,1
Sri Lanka,Pakistan,3,34,26,6,205,10.9787234,7.846153846,1
India,West Indies,2,93,70,8,159,8.04,7.971428571,1
West Indies,New Zealand,2,132,100,10,152,6.3,7.92,0
England,West Indies,3,2,9,9,183,9.837837838,1.333333333,1
Afghanistan,Pakistan,3,47,36,6,175,9.214285714,7.833333333,1
Afghanistan,England,3,113,63,7,186,7.789473684,10.76190476,0
Sri Lanka,New Zealand,3,149,87,9,177,5.272727273,10.27586207,0
Sri Lanka,New Zealand,3,77,54,7,183,9.727272727,8.555555556,0
West Indies,Pakistan,3,128,71,9,189,7.591836735,10.81690141,1
Afghanistan,Pakistan,2,49,27,8,158,7.096774194,10.88888889,1
Sri Lanka,India,2,113,79,9,163,7.463414634,8.582278481,1
West Indies,Pakistan,1,51,47,10,142,7.561643836,6.510638298,1
Sri Lanka,Australia,2,46,14,7,165,6.79245283,19.71428571,0
Afghanistan,Pakistan,2,105,69,9,158,6.352941176,9.130434783,1
Australia,England,1,139,117,10,139,2,7.128205128,1
England,Sri Lanka,3,106,57,9,203,9.333333333,11.15789474,1
India,Sri Lanka,3,54,25,5,204,9.536842105,12.96,1
New Zealand,Pakistan,2,111,85,9,152,7.2,7.835294118,0
India,West Indies,3,103,33,5,241,9.586206897,18.72727273,0
New Zealand,Afghanistan,2,129,100,10,152,7.2,7.74,0
West Indies,England,3,166,95,9,210,10.8,10.48421053,1
Pakistan,India,3,107,55,6,178,6.646153846,11.67272727,0
England,Afghanistan,3,58,19,5,184,7.544554455,18.31578947,0
India,Australia,3,169,114,10,176,8,8.894736842,1
Australia,West Indies,1,68,55,9,147,7.384615385,7.418181818,1
Afghanistan,Pakistan,3,116,71,10,184,8.448979592,9.802816901,0
England,Pakistan,3,30,10,5,194,9,18,0
New Zealand,Sri Lanka,1,29,1,3,139,5.596638655,174,0
India,West Indies,3,208,89,8,241,6.580645161,14.02247191,0
England,Pakistan,3,123,69,9,194,8.470588235,10.69565217,0
Afghanistan,Sri Lanka,1,90,69,6,136,5.529411765,7.826086957,1
India,New Zealand,2,163,119,10,162,0,8.218487395,1
New Zealand,India,3,135,85,7,178,7.542857143,9.529411765,0
Sri Lanka,Pakistan,2,58,31,4,159,6.876404494,11.22580645,0
West Indies,Australia,2,22,11,5,153,7.266055046,12,0
England,Afghanistan,3,179,116,10,183,7.5,9.25862069,0
West Indies,India,1,14,17,7,141,7.45631068,4.941176471,1
West Indies,Afghanistan,1,124,109,9,128,2.727272727,6.825688073,1
Sri Lanka,England,2,40,41,8,158,9.037974684,5.853658537,1
England,West Indies,3,35,15,6,173,7.942857143,14,1
Afghanistan,Australia,2,144,100,8,163,6,8.64,0
New Zealand,Afghanistan,2,155,119,10,154,0,7.81512605,1
Australia,New Zealand,1,62,48,7,148,7.25,7.75,1
West Indies,India,2,168,119,10,168,6,8.470588235,1
Sri Lanka,Pakistan,3,59,29,6,190,8.703296703,12.20689655,1
Australia,India,1,119,93,8,148,6.666666667,7.677419355,0
Afghanistan,Australia,3,138,59,6,218,7.967213115,14.03389831,0
India,England,2,5,4,4,162,8.172413793,7.5,1
West Indies,India,3,136,48,3,217,6.833333333,17,0
West Indies,India,1,90,83,10,133,7.135135135,6.506024096,1
Afghanistan,Australia,2,152,103,8,169,6.352941176,8.854368932,0
Pakistan,Australia,1,62,67,8,139,8.830188679,5.552238806,1
New Zealand,India,3,166,109,9,174,4.909090909,9.137614679,0
Sri Lanka,Australia,3,25,36,7,172,10.57142857,4.166666667,1
Afghanistan,England,3,91,53,8,191,9.044776119,10.30188679,1
Australia,India,2,98,83,9,152,8.918918919,7.084337349,0
India,Sri Lanka,3,151,100,9,189,11.7,9.06,0
New Zealand,India,2,165,119,10,164,0,8.319327731,1
West Indies,Sri Lanka,1,134,118,10,134,3,6.813559322,0
India,Pakistan,1,52,64,7,100,5.25,4.875,1
New Zealand,Sri Lanka,3,134,82,10,200,10.57894737,9.804878049,0
Afghanistan,West Indies,2,107,78,7,166,8.571428571,8.230769231,1
Australia,Sri Lanka,1,111,95,10,136,6.24,7.010526316,0
Australia,Afghanistan,3,81,42,8,171,7,11.57142857,0
West Indies,India,1,133,110,10,141,5.4,7.254545455,1
Afghanistan,West Indies,2,6,7,5,166,8.548672566,5.142857143,1
India,New Zealand,3,160,95,8,179,4.8,10.10526316,0
India,New Zealand,1,3,2,1,145,7.271186441,9,0
New Zealand,India,3,58,23,6,212,9.587628866,15.13043478,0
West Indies,England,3,173,77,7,219,6.558139535,13.48051948,0
Australia,Afghanistan,2,36,39,8,155,8.888888889,5.538461538,1
Australia,Sri Lanka,1,136,117,10,136,2,6.974358974,0
Afghanistan,India,1,47,25,4,142,6.063157895,11.28,0
India,Australia,2,80,43,6,165,6.701298701,11.1627907,0
New Zealand,Pakistan,1,117,109,10,127,6,6.440366972,1
Sri Lanka,Pakistan,3,156,98,9,205,13.63636364,9.551020408,1
Australia,New Zealand,3,174,100,9,211,11.4,10.44,0
Afghanistan,India,1,54,39,8,116,4.666666667,8.307692308,1
West Indies,New Zealand,1,59,48,8,131,6.083333333,7.375,1
England,Pakistan,3,155,100,7,179,7.5,9.3,1
Sri Lanka,Pakistan,3,199,119,10,198,0,10.03361345,0
India,West Indies,1,70,62,7,137,7.034482759,6.774193548,1
Australia,India,3,69,74,9,183,15,5.594594595,1
Sri Lanka,Pakistan,3,163,91,8,198,7.448275862,10.74725275,0
Afghanistan,India,3,153,87,9,204,9.454545455,10.55172414,1
India,West Indies,1,24,100,9,67,13.2,1.44,1
New Zealand,India,3,41,33,7,171,9.034482759,7.454545455,1
Pakistan,India,3,115,70,7,172,6.96,9.857142857,0
Sri Lanka,Australia,3,121,97,10,172,13.56521739,7.484536082,1
India,Pakistan,1,68,37,6,135,4.915662651,11.02702703,0
India,Pakistan,2,88,74,8,158,9.260869565,7.135135135,1
Sri Lanka,Australia,2,57,28,8,165,7.108695652,12.21428571,0
India,Australia,3,13,12,6,180,9.333333333,6.5,1
Sri Lanka,Afghanistan,1,91,105,9,120,12,5.2,1
New Zealand,Afghanistan,2,124,92,9,152,6.214285714,8.086956522,1
Sri Lanka,Afghanistan,2,9,7,4,164,8.283185841,7.714285714,1
England,Afghanistan,3,48,12,4,184,7.611111111,24,0
India,New Zealand,3,86,66,7,189,11.55555556,7.818181818,1
Australia,Afghanistan,3,15,7,4,189,9.292035398,12.85714286,0
New Zealand,India,3,212,113,9,212,0.857142857,11.25663717,0
New Zealand,Sri Lanka,3,146,95,9,190,10.8,9.221052632,0
Afghanistan,India,1,59,35,4,142,5.929411765,10.11428571,0
West Indies,England,3,14,5,6,219,10.74782609,16.8,0
West Indies,Afghanistan,2,10,26,7,160,9.638297872,2.307692308,1
India,Sri Lanka,3,139,57,7,204,6.285714286,14.63157895,1
Afghanistan,India,2,145,98,8,162,4.909090909,8.87755102,0
Afghanistan,Pakistan,3,58,32,6,171,7.772727273,10.875,1
Australia,India,3,112,89,10,183,13.93548387,7.550561798,1
Pakistan,Australia,3,130,70,7,186,6.84,11.14285714,0
Australia,Afghanistan,2,38,41,8,155,8.962025316,5.56097561,1
England,Australia,3,33,9,3,183,8.162162162,22,0
Pakistan,India,2,144,108,10,157,7,8,0
Sri Lanka,England,1,101,81,10,145,6.923076923,7.481481481,0
Sri Lanka,Pakistan,2,156,117,9,159,8,8,0
West Indies,India,2,55,38,8,168,8.341463415,8.684210526,1
India,Afghanistan,3,81,29,4,219,9.164835165,16.75862069,0
New Zealand,Afghanistan,3,61,31,6,184,8.359550562,11.80645161,1
New Zealand,India,2,23,17,7,164,8.27184466,8.117647059,1
Australia,West Indies,1,64,67,8,114,5.773584906,5.731343284,1
India,Sri Lanka,1,116,110,8,119,2.4,6.327272727,0
West Indies,New Zealand,1,140,118,10,144,15,7.118644068,0
Sri Lanka,Pakistan,3,174,110,10,185,7.2,9.490909091,0
India,Pakistan,1,127,106,9,135,3.857142857,7.188679245,0
West Indies,Pakistan,1,19,23,8,142,7.670103093,4.956521739,1
New Zealand,Australia,2,18,10,3,163,7.963636364,10.8,1
Afghanistan,Australia,3,173,115,10,177,6,9.026086957,0
New Zealand,Sri Lanka,1,102,102,10,124,7.666666667,6,1
New Zealand,Afghanistan,2,27,22,7,152,7.714285714,7.363636364,1
Sri Lanka,Afghanistan,2,71,62,7,164,9.724137931,6.870967742,1
Afghanistan,Pakistan,3,182,111,10,191,6.666666667,9.837837838,0
Australia,England,3,182,97,10,205,6.260869565,11.25773196,1
Afghanistan,Australia,3,146,94,9,186,9.461538462,9.319148936,0
Pakistan,Afghanistan,2,167,118,10,166,0,8.491525424,1
West Indies,India,3,44,26,6,171,8.170212766,10.15384615,0
New Zealand,Pakistan,1,24,15,8,137,6.514285714,9.6,1
Australia,New Zealand,3,15,5,5,211,10.27826087,18,0
England,West Indies,2,106,48,4,165,5,13.25,0
Afghanistan,England,3,119,71,8,191,8.93877551,10.05633803,1
Pakistan,West Indies,3,84,36,5,204,8.642857143,14,0
India,West Indies,1,17,42,6,107,7,2.428571429,1
New Zealand,Sri Lanka,3,178,105,10,200,9.2,10.17142857,0
Pakistan,Afghanistan,2,55,20,5,164,6.6,16.5,0
India,Sri Lanka,3,135,56,7,204,6.5625,14.46428571,1
Australia,Sri Lanka,1,32,41,8,130,7.518987342,4.682926829,1
West Indies,England,3,21,16,6,185,9.519230769,7.875,1
Sri Lanka,New Zealand,2,100,54,7,161,5.636363636,11.11111111,0
England,Australia,3,88,19,3,205,7.00990099,27.78947368,0
India,Sri Lanka,3,69,19,4,177,6.475247525,21.78947368,0
India,New Zealand,2,28,20,6,165,8.28,8.4,1
Sri Lanka,New Zealand,2,151,112,9,162,9,8.089285714,0
India,England,2,132,93,10,156,5.555555556,8.516129032,0
India,Sri Lanka,2,76,56,8,163,8.25,8.142857143,1
England,Pakistan,2,92,59,8,161,6.885245902,9.355932203,1
India,Sri Lanka,3,78,29,3,182,6.923076923,16.13793103,0
Sri Lanka,Pakistan,3,33,4,2,207,9.051724138,49.5,0
Pakistan,Australia,3,157,81,8,209,8.153846154,11.62962963,0
West Indies,Afghanistan,3,54,26,5,186,8.489361702,12.46153846,0
India,England,3,115,76,7,173,8.045454545,9.078947368,0
England,West Indies,2,97,82,10,150,8.526315789,7.097560976,0
New Zealand,Sri Lanka,2,11,16,6,166,9,4.125,1
Pakistan,Afghanistan,2,88,57,9,164,7.333333333,9.263157895,0
Sri Lanka,New Zealand,3,64,34,7,191,8.930232558,11.29411765,1
Pakistan,West Indies,1,42,50,9,130,7.628571429,5.04,1
Pakistan,Sri Lanka,1,41,46,8,143,8.351351351,5.347826087,1
Afghanistan,India,3,23,16,5,176,8.884615385,8.625,1
Afghanistan,West Indies,2,65,45,7,162,7.84,8.666666667,0
England,Pakistan,2,59,42,8,151,7.153846154,8.428571429,0
Pakistan,India,2,31,8,2,157,6.803571429,23.25,0
Afghanistan,New Zealand,3,195,115,10,196,2.4,10.17391304,1
India,Australia,2,55,19,2,165,6.594059406,17.36842105,0
India,Pakistan,3,146,84,5,177,5.333333333,10.42857143,0
India,Sri Lanka,3,38,15,6,184,8.4,15.2,1
Australia,India,2,98,64,8,165,7.285714286,9.1875,0
New Zealand,Pakistan,3,62,28,6,196,8.804347826,13.28571429,1
New Zealand,Afghanistan,3,100,47,6,184,6.98630137,12.76595745,1
West Indies,India,3,112,73,8,187,9.70212766,9.205479452,0
Pakistan,West Indies,2,113,71,8,163,6.244897959,9.549295775,0
West Indies,New Zealand,3,148,87,8,196,8.909090909,10.20689655,0
Afghanistan,India,3,174,111,10,183,6.666666667,9.405405405,0
West Indies,Afghanistan,2,22,18,6,168,8.647058824,7.333333333,1
England,Pakistan,2,146,110,10,161,9.6,7.963636364,1
Australia,India,2,152,117,10,157,12,7.794871795,1
Australia,Pakistan,3,138,83,8,192,8.918918919,9.975903614,0
Sri Lanka,New Zealand,2,62,35,5,162,7.129411765,10.62857143,0
Sri Lanka,Pakistan,2,34,28,7,164,8.543478261,7.285714286,1
India,New Zealand,1,38,56,8,103,6.1875,4.071428571,1
New Zealand,Pakistan,2,9,8,7,169,8.625,6.75,1
England,Sri Lanka,3,73,49,9,180,9.126760563,8.93877551,1
Pakistan,Afghanistan,1,62,79,9,134,10.68292683,4.708860759,1
Australia,Pakistan,3,179,107,9,190,5.538461538,10.03738318,0
New Zealand,Pakistan,1,123,112,10,137,11.25,6.589285714,1
Australia,Afghanistan,3,19,17,6,185,9.72815534,6.705882353,1
England,New Zealand,1,3,58,10,92,8.709677419,0.310344828,1
England,Afghanistan,2,150,111,10,152,2,8.108108108,1
England,Pakistan,3,109,46,6,184,6.162162162,14.2173913,0
Afghanistan,Pakistan,3,35,37,9,187,11.06024096,5.675675676,1
Afghanistan,England,2,106,79,8,157,7.609756098,8.050632911,0
England,Pakistan,3,55,18,4,184,7.647058824,18.33333333,0
Australia,Afghanistan,3,42,26,6,187,9.319148936,9.692307692,1
Australia,New Zealand,1,96,78,9,147,7.428571429,7.384615385,1
West Indies,Sri Lanka,1,82,77,9,149,9.488372093,6.38961039,1
New Zealand,Australia,3,84,41,6,182,7.518987342,12.29268293,0
Afghanistan,India,2,136,102,10,165,10,8,1
India,Sri Lanka,2,46,27,6,168,7.935483871,10.22222222,1
England,Pakistan,3,55,38,7,179,9.146341463,8.684210526,1
Australia,England,3,148,73,7,213,8.425531915,12.16438356,1
Australia,New Zealand,1,80,65,9,146,7.309090909,7.384615385,1
New Zealand,Afghanistan,2,0,13,9,154,8.691588785,0,1
Afghanistan,Australia,1,73,93,9,110,8.444444444,4.709677419,1
Australia,India,2,35,26,7,157,7.85106383,8.076923077,1
Afghanistan,West Indies,2,4,9,9,154,8.162162162,2.666666667,1
England,Australia,1,79,61,7,148,7.118644068,7.770491803,0
Australia,New Zealand,1,91,86,9,126,6.352941176,6.348837209,1
New Zealand,Afghanistan,3,79,40,6,184,7.95,11.85,1
West Indies,England,3,192,99,9,219,8,11.63636364,0
India,Sri Lanka,2,164,118,10,163,0,8.338983051,1
Afghanistan,Pakistan,1,53,42,7,146,7.230769231,7.571428571,1
Pakistan,New Zealand,3,95,66,10,203,12.11111111,8.636363636,1
Pakistan,West Indies,2,113,70,8,163,6.12,9.685714286,0
New Zealand,Pakistan,1,46,17,3,134,5.184466019,16.23529412,0
Australia,England,2,156,115,10,161,7.2,8.139130435,1
India,West Indies,1,82,60,9,140,5.9,8.2,0
West Indies,England,3,109,67,9,185,8.716981132,9.76119403,1
England,India,2,99,69,9,165,7.882352941,8.608695652,1
England,India,3,79,21,3,191,6.848484848,22.57142857,0
New Zealand,Pakistan,1,124,112,10,132,6.75,6.642857143,1
West Indies,Sri Lanka,2,111,87,8,155,8.181818182,7.655172414,1
Afghanistan,Australia,3,144,67,6,218,8.490566038,12.89552239,0
India,Australia,2,86,50,7,165,6.857142857,10.32,0
England,Sri Lanka,3,182,74,6,232,6.652173913,14.75675676,0
Australia,West Indies,2,90,55,7,170,7.476923077,9.818181818,1
New Zealand,Pakistan,1,75,55,5,141,6.184615385,8.181818182,1
Australia,India,2,141,100,10,157,5.1,8.46,1
Pakistan,India,1,114,106,9,129,6.857142857,6.452830189,1
Sri Lanka,Australia,2,157,105,8,165,3.6,8.971428571,0
West Indies,Pakistan,1,4,9,5,126,6.648648649,2.666666667,1
New Zealand,India,3,142,90,10,191,10,9.466666667,1
Afghanistan,West Indies,2,116,89,8,162,9.096774194,7.820224719,0
Afghanistan,Sri Lanka,1,128,110,10,141,8.4,6.981818182,1
Sri Lanka,Australia,2,90,54,8,165,6.909090909,10,0
Australia,India,3,59,22,5,176,7.224489796,16.09090909,0
Australia,India,2,37,19,6,152,6.891089109,11.68421053,0
Sri Lanka,New Zealand,3,210,114,8,211,2,11.05263158,0
India,Australia,1,33,41,8,136,7.898734177,4.829268293,1
Australia,India,3,142,89,7,176,6.774193548,9.573033708,0
England,Afghanistan,1,51,48,7,138,7.333333333,6.375,1
India,West Indies,2,84,65,8,159,8.290909091,7.753846154,1
Afghanistan,England,2,55,66,8,154,11.11111111,5,1
Afghanistan,England,3,141,84,8,186,7.666666667,10.07142857,0
New Zealand,Afghanistan,2,139,108,10,152,7,7.722222222,1
Pakistan,Afghanistan,2,84,62,9,166,8.586206897,8.129032258,1
Australia,England,3,140,67,7,213,8.377358491,12.53731343,1
Australia,India,3,121,73,7,176,7.14893617,9.945205479,0
England,India,2,146,109,10,151,3.272727273,8.036697248,1
England,Pakistan,3,152,85,9,194,7.371428571,10.72941176,0
West Indies,India,3,151,84,8,182,5.333333333,10.78571429,0
Sri Lanka,England,3,102,66,9,175,8.222222222,9.272727273,0
New Zealand,India,3,119,91,9,171,10.96551724,7.846153846,1
West Indies,Pakistan,1,64,63,8,126,6.631578947,6.095238095,1
Sri Lanka,England,3,157,104,10,175,7.125,9.057692308,0
West Indies,New Zealand,1,18,15,4,101,4.8,7.2,1
India,Australia,2,70,45,7,158,7.12,9.333333333,1
Afghanistan,New Zealand,3,129,77,10,196,9.488372093,10.05194805,1
Pakistan,Sri Lanka,3,82,34,6,201,8.372093023,14.47058824,0
England,Afghanistan,3,141,81,8,186,7.076923077,10.44444444,1
Afghanistan,New Zealand,3,136,59,5,192,5.606557377,13.83050847,0
Sri Lanka,West Indies,3,144,88,9,200,10.6875,9.818181818,1
Pakistan,Afghanistan,1,46,61,8,134,9.050847458,4.524590164,1
England,Australia,3,155,98,8,183,7.909090909,9.489795918,0
England,New Zealand,1,46,49,9,146,8.535211268,5.632653061,1
West Indies,Australia,2,113,73,6,164,6.638297872,9.287671233,0
Sri Lanka,England,1,140,103,10,145,2.117647059,8.155339806,0
New Zealand,Pakistan,3,31,19,7,214,10.93069307,9.789473684,1
Pakistan,England,3,115,64,9,184,7.5,10.78125,1
New Zealand,England,1,131,112,9,133,2.25,7.017857143,0
Pakistan,Australia,1,142,116,10,144,4.5,7.344827586,1
England,Pakistan,1,5,42,9,82,6,0.714285714,1
Australia,Pakistan,1,133,106,10,145,5.571428571,7.528301887,1
West Indies,Pakistan,3,58,34,8,183,8.790697674,10.23529412,1
Australia,West Indies,2,162,117,10,170,18,8.307692308,1
Australia,Afghanistan,3,109,66,9,171,7,9.909090909,0
Australia,Pakistan,1,95,78,9,147,7.571428571,7.307692308,1
Australia,New Zealand,1,28,27,9,147,7.741935484,6.222222222,1
West Indies,Pakistan,3,91,61,9,183,9.457627119,8.950819672,1
England,West Indies,3,161,87,9,195,6.363636364,11.10344828,0
India,Afghanistan,2,80,53,8,164,7.611940299,9.056603774,0
