Team 1,Team 2,Pitch,Runs Left,Balls Left,Wickets Remaining,Total Runs Scored,Current Run Rate,Required Run Rate,Winner
England,Australia,3,100,50,6,183,7.2,12,0
India,Australia,3,158,104,10,180,8.625,9.115384615,1
Pakistan,West Indies,2,120,96,10,164,11.25,7.5,1
England,Pakistan,2,104,76,9,151,6.545454545,8.210526316,0
India,West Indies,1,95,68,9,140,5.307692308,8.382352941,0
Sri Lanka,West Indies,3,98,30,5,250,10.2,19.6,0
Afghanistan,Pakistan,3,115,69,10,184,8.235294118,10,0
Sri Lanka,West Indies,3,132,77,8,183,7.255813953,10.28571429,0
Afghanistan,Sri Lanka,1,97,75,6,136,5.333333333,7.76,1
India,Sri Lanka,3,114,80,9,198,12.75,8.55,1
India,West Indies,2,111,62,8,163,5.482758621,10.74193548,0
New Zealand,Afghanistan,2,91,77,9,151,8.511627907,7.090909091,1
Australia,New Zealand,3,144,94,9,185,9.692307692,9.191489362,1
Afghanistan,West Indies,3,76,41,8,171,7.291139241,11.12195122,0
India,Afghanistan,2,47,26,5,152,6.765957447,10.84615385,1
India,Sri Lanka,2,90,66,9,163,8.222222222,8.181818182,1
India,Pakistan,1,41,60,10,113,7.3,4.1,1
India,Australia,3,128,77,8,187,8.372093023,9.974025974,0
West Indies,England,3,111,82,8,182,11.36842105,8.12195122,1
New Zealand,England,3,103,49,8,189,7.352112676,12.6122449,0
Pakistan,India,2,68,63,7,155,9.263157895,6.476190476,1
Sri Lanka,Australia,1,92,96,9,116,6.25,5.75,0
New Zealand,India,3,111,71,9,191,9.918367347,9.38028169,1
Sri Lanka,New Zealand,3,116,31,4,211,6.471910112,22.4516129,0
England,Australia,3,151,91,9,178,5.793103448,9.956043956,0
New Zealand,Afghanistan,2,68,48,10,152,7.083333333,8.5,0
Sri Lanka,Pakistan,3,16,6,4,190,9.210526316,16,1
India,Pakistan,3,125,61,3,177,5.389830508,12.29508197,0
England,Pakistan,3,43,11,2,175,7.321100917,23.45454545,0
England,Australia,1,138,119,10,138,6,6.957983193,1
England,New Zealand,1,115,115,10,117,3.6,6,1
Pakistan,Australia,2,161,114,10,165,5,8.473684211,0
England,Pakistan,1,29,58,9,82,5.225806452,3,1
Afghanistan,India,3,141,66,8,209,7.666666667,12.81818182,0
New Zealand,Australia,1,93,60,6,141,4.9,9.3,1
West Indies,Pakistan,1,6,10,5,110,5.727272727,3.6,1
Afghanistan,Sri Lanka,1,103,82,8,142,6.315789474,7.536585366,1
Afghanistan,Sri Lanka,2,159,112,10,165,5.25,8.517857143,1
Australia,Pakistan,3,178,107,10,192,6.923076923,9.981308411,1
India,Afghanistan,3,173,106,9,186,6,9.79245283,0
West Indies,Pakistan,1,18,14,5,110,5.264150943,7.714285714,1
India,Pakistan,2,160,104,9,168,3.375,9.230769231,0
England,Pakistan,3,92,39,6,184,6.888888889,14.15384615,0
India,New Zealand,3,88,10,0,179,5.018181818,52.8,0
New Zealand,Australia,3,183,80,10,246,9.6,13.725,0
India,Sri Lanka,2,60,42,7,168,8.384615385,8.571428571,1
Afghanistan,England,2,-2,15,6,154,8.971428571,-0.8,1
Sri Lanka,West Indies,2,157,106,9,164,3.428571429,8.886792453,0
England,Australia,1,83,80,9,128,6.9,6.225,1
West Indies,New Zealand,2,103,59,9,168,6.491803279,10.47457627,0
England,Pakistan,1,29,22,5,132,6.367346939,7.909090909,0
Afghanistan,New Zealand,3,3,4,6,196,10.03448276,4.5,1
West Indies,Sri Lanka,1,83,64,8,149,7.178571429,7.78125,1
Australia,Sri Lanka,3,188,100,9,226,11.7,11.28,0
Afghanistan,West Indies,3,146,92,10,171,5.571428571,9.52173913,0
West Indies,England,1,10,18,8,135,7.411764706,3.333333333,1
England,India,3,105,25,5,230,7.957894737,25.2,0
West Indies,Pakistan,3,94,65,9,183,9.818181818,8.676923077,1
England,India,3,176,114,10,184,9,9.263157895,0
India,England,3,143,87,8,185,7.818181818,9.862068966,0
England,West Indies,1,120,107,10,129,4.615384615,6.728971963,0
Afghanistan,Pakistan,1,63,35,4,145,5.858823529,10.8,0
Australia,Sri Lanka,1,75,61,10,138,6.508474576,7.37704918,1
New Zealand,Pakistan,1,98,76,10,136,5.318181818,7.736842105,0
England,Pakistan,3,134,23,3,233,6.18556701,34.95652174,0
New Zealand,Pakistan,2,29,16,6,152,7.153846154,10.875,0
Sri Lanka,Pakistan,2,0,14,8,165,9.396226415,0,1
Afghanistan,India,2,32,40,8,165,10.05,4.8,1
Sri Lanka,Australia,1,26,3,2,116,4.666666667,52,0
Pakistan,England,1,125,110,9,130,3.6,6.818181818,1
New Zealand,England,3,145,83,10,190,7.459459459,10.48192771,1
Afghanistan,West Indies,3,81,51,8,183,8.956521739,9.529411765,1
India,England,2,144,101,10,156,4.105263158,8.554455446,0
West Indies,Sri Lanka,2,86,69,8,157,8.470588235,7.47826087,0
Afghanistan,India,3,22,3,6,173,7.794871795,44,0
Sri Lanka,Australia,1,42,43,7,120,6.155844156,5.860465116,1
India,Pakistan,2,123,87,9,157,6.363636364,8.482758621,1
New Zealand,West Indies,3,110,69,9,179,8.235294118,9.565217391,0
New Zealand,India,1,92,114,10,94,3,4.842105263,1
Sri Lanka,Pakistan,2,63,62,10,165,10.65517241,6.096774194,1
England,Australia,3,86,38,6,183,7.170731707,13.57894737,0
Pakistan,Afghanistan,2,146,101,10,166,6.631578947,8.673267327,1
Australia,West Indies,1,8,18,7,114,6.294117647,2.666666667,1
Afghanistan,West Indies,3,126,83,8,183,9.405405405,9.108433735,1
West Indies,Australia,3,117,79,7,184,9.951219512,8.886075949,1
India,West Indies,3,108,62,9,187,8.275862069,10.4516129,1
Sri Lanka,India,2,109,74,9,163,7.173913043,8.837837838,1
West Indies,Pakistan,3,158,78,8,209,7.428571429,12.15384615,0
Sri Lanka,Australia,3,134,78,7,205,10.28571429,10.30769231,1
Australia,West Indies,2,120,93,10,158,8.666666667,7.741935484,1
Pakistan,England,2,155,118,10,156,6,7.881355932,0
West Indies,India,3,71,44,7,187,9.236842105,9.681818182,0
West Indies,Afghanistan,2,138,105,10,153,6.4,7.885714286,1
India,England,3,126,78,8,185,8.571428571,9.692307692,0
England,India,3,81,39,8,197,8.666666667,12.46153846,0
Australia,New Zealand,1,17,9,5,148,7.135135135,11.33333333,1
New Zealand,Afghanistan,3,111,50,3,188,6.685714286,13.32,0
India,England,1,102,62,5,142,4.24137931,9.870967742,1
Sri Lanka,India,3,46,23,3,174,7.979381443,12,0
West Indies,New Zealand,2,57,35,6,150,6.635294118,9.771428571,0
Afghanistan,New Zealand,3,185,113,10,192,6.857142857,9.82300885,0
India,Pakistan,2,110,76,9,168,8.045454545,8.684210526,0
Sri Lanka,West Indies,2,99,78,8,153,7.857142857,7.615384615,1
Afghanistan,India,3,166,91,6,178,2.689655172,10.94505495,0
West Indies,Australia,2,9,7,5,153,7.699115044,7.714285714,0
India,Pakistan,1,109,116,10,113,7.5,5.637931034,1
Australia,England,3,63,22,4,171,6.673469388,17.18181818,0
West Indies,England,3,112,83,8,182,11.51351351,8.096385542,1
Sri Lanka,India,3,99,68,6,174,8.769230769,8.735294118,0
England,Australia,1,93,87,9,128,6.545454545,6.413793103,1
Afghanistan,Australia,1,5,23,6,119,7.113402062,1.304347826,1
India,Afghanistan,3,215,113,10,219,4.285714286,11.4159292,0
Sri Lanka,Afghanistan,1,100,105,10,111,4.8,5.714285714,1
Australia,India,2,28,9,4,165,7.459459459,18.66666667,0
New Zealand,Pakistan,1,29,4,2,136,5.586206897,43.5,0
India,West Indies,2,51,12,6,163,6.277777778,25.5,0
Pakistan,Australia,1,65,47,7,138,6.082191781,8.29787234,1
Australia,Sri Lanka,2,90,65,8,156,7.309090909,8.307692308,0
New Zealand,Pakistan,1,103,82,7,133,4.894736842,7.536585366,1
West Indies,England,3,144,93,10,185,9.333333333,9.290322581,1
England,India,3,89,12,3,230,7.888888889,44.5,0
West Indies,Sri Lanka,1,109,95,10,149,9.84,6.884210526,1
West Indies,Sri Lanka,3,70,38,7,199,9.512195122,11.05263158,1
Australia,West Indies,1,57,40,6,119,4.725,8.55,1
England,Australia,3,149,96,9,179,7.75,9.3125,0
Sri Lanka,Australia,2,59,30,8,165,7.133333333,11.8,0
Pakistan,West Indies,3,103,47,7,180,6.410958904,13.14893617,0
New Zealand,Pakistan,1,71,52,9,144,6.529411765,8.192307692,1
New Zealand,Pakistan,1,83,79,8,132,7.317073171,6.303797468,1
India,Afghanistan,1,27,45,8,95,5.52,3.6,1
Sri Lanka,Australia,3,58,58,10,172,11.12903226,6,1
Afghanistan,Sri Lanka,2,124,100,9,157,10.2,7.44,0
New Zealand,Pakistan,3,14,4,3,214,10.39655172,21,1
Afghanistan,India,3,169,100,6,178,3,10.14,0
Australia,New Zealand,1,59,37,6,126,4.915662651,9.567567568,1
West Indies,Pakistan,1,37,26,7,142,6.765957447,8.538461538,1
Afghanistan,West Indies,3,78,44,8,171,7.421052632,10.63636364,0
India,Australia,2,101,90,10,156,11.2,6.733333333,1
Australia,New Zealand,1,32,33,9,147,8,5.818181818,1
England,New Zealand,1,93,99,10,117,7.142857143,5.636363636,1
West Indies,Pakistan,1,30,31,6,110,5.460674157,5.806451613,1
New Zealand,Sri Lanka,1,134,103,9,145,4.235294118,7.805825243,1
India,England,1,67,63,9,140,7.789473684,6.380952381,1
Pakistan,India,2,49,47,6,155,8.794520548,6.255319149,1
West Indies,Australia,2,113,72,9,165,6.625,9.416666667,1
Australia,Pakistan,1,53,26,3,148,6.127659574,12.23076923,1
India,Sri Lanka,2,96,86,10,156,10.76470588,6.697674419,1
Australia,Sri Lanka,1,20,24,10,138,7.4375,5,1
England,Australia,1,98,91,8,146,10.13793103,6.461538462,1
New Zealand,Afghanistan,2,41,40,7,151,8.325,6.15,1
West Indies,India,3,170,101,8,187,5.684210526,10.0990099,0
Pakistan,England,2,60,42,8,156,7.461538462,8.571428571,0
Pakistan,Afghanistan,2,70,83,9,153,13.62162162,5.060240964,1
India,England,1,73,41,5,142,5.316455696,10.68292683,1
New Zealand,West Indies,3,133,90,10,185,10.6,8.866666667,1
India,England,3,80,60,8,179,10,8,1
West Indies,Sri Lanka,1,8,23,8,124,7.237113402,2.086956522,1
New Zealand,Sri Lanka,3,63,9,4,195,7.189189189,42,0
England,Sri Lanka,3,149,85,10,203,9.428571429,10.51764706,1
West Indies,Sri Lanka,3,83,53,8,186,9.313432836,9.396226415,1
India,West Indies,3,74,49,7,174,8.535211268,9.06122449,1
England,Sri Lanka,3,151,88,10,203,9.9375,10.29545455,1
West Indies,Pakistan,3,114,84,9,183,11.66666667,8.142857143,1
New Zealand,Sri Lanka,2,67,51,6,166,8.695652174,7.882352941,1
England,West Indies,3,121,84,10,183,10.5,8.642857143,1
Sri Lanka,England,1,87,84,9,148,10.33333333,6.214285714,1
Australia,Sri Lanka,3,126,72,7,198,9.125,10.5,0
West Indies,New Zealand,3,50,10,2,196,8.018181818,30,0
New Zealand,Pakistan,1,84,78,10,140,8.142857143,6.461538462,1
Sri Lanka,India,3,53,20,7,189,8.22,15.9,0
India,Australia,3,113,81,10,180,10.46153846,8.37037037,1
India,West Indies,3,63,37,6,174,8.096385542,10.21621622,1
Pakistan,Australia,3,26,21,9,185,9.696969697,7.428571429,1
India,West Indies,1,134,113,10,143,8.571428571,7.115044248,1
Australia,India,3,155,104,10,183,10.875,8.942307692,1
Afghanistan,West Indies,3,74,47,8,183,9.04109589,9.446808511,1
New Zealand,Sri Lanka,3,199,97,9,221,6,12.30927835,0
England,Pakistan,2,30,25,7,161,8.336842105,7.2,1
Afghanistan,Pakistan,1,146,117,10,146,2,7.487179487,1
West Indies,Australia,3,109,70,9,190,9.84,9.342857143,1
Afghanistan,India,1,41,71,8,92,6.367346939,3.464788732,1
New Zealand,India,3,90,38,4,174,6.219512195,14.21052632,0
Afghanistan,England,2,42,17,4,157,6.757281553,14.82352941,0
Australia,Afghanistan,2,85,81,9,154,10.76923077,6.296296296,1
Pakistan,Sri Lanka,1,112,100,9,123,3.6,6.72,1
Australia,England,2,156,100,9,165,3,9.36,1
India,West Indies,3,128,85,9,175,8.228571429,9.035294118,1
Afghanistan,Pakistan,3,147,81,7,175,4.461538462,10.88888889,1
Pakistan,Afghanistan,2,145,100,10,166,6.6,8.7,1
Pakistan,New Zealand,1,41,47,8,126,7.068493151,5.234042553,1
Afghanistan,West Indies,2,74,55,9,154,7.476923077,8.072727273,1
England,New Zealand,3,69,7,1,195,6.743362832,59.14285714,0
Sri Lanka,England,2,102,65,9,168,7.309090909,9.415384615,1
Pakistan,India,1,100,83,8,142,6.972972973,7.228915663,0
Sri Lanka,West Indies,3,170,100,9,183,4.2,10.2,0
Sri Lanka,Australia,2,27,4,6,165,7.189655172,40.5,0
Pakistan,England,3,171,86,9,222,9.176470588,11.93023256,0
Afghanistan,India,3,105,53,7,173,6.179104478,11.88679245,0
New Zealand,India,3,95,36,3,178,6,15.83333333,0
Australia,Pakistan,3,78,41,5,192,8.734177215,11.41463415,0
New Zealand,Pakistan,2,31,25,8,169,8.778947368,7.44,1
England,West Indies,3,178,115,10,183,7.2,9.286956522,1
Australia,Sri Lanka,2,162,116,10,164,4.5,8.379310345,1
England,Australia,3,166,102,10,178,4.333333333,9.764705882,0
New Zealand,Pakistan,1,118,86,7,141,4.235294118,8.23255814,1
West Indies,New Zealand,2,113,66,6,164,5.777777778,10.27272727,0
New Zealand,England,3,134,76,9,189,7.636363636,10.57894737,0
New Zealand,Pakistan,1,-1,13,8,144,8.186915888,-0.461538462,1
Australia,Afghanistan,3,121,72,9,171,6.375,10.08333333,0
West Indies,Australia,2,86,46,4,164,6.405405405,11.2173913,0
India,England,2,114,85,9,151,6.514285714,8.047058824,1
India,West Indies,3,12,6,4,178,8.789473684,12,1
West Indies,Sri Lanka,1,17,13,4,134,6.61682243,7.846153846,0
India,Sri Lanka,1,46,60,8,119,7.4,4.6,1
India,West Indies,1,24,52,7,107,7.411764706,2.769230769,1
West Indies,Australia,2,95,73,10,153,7.531914894,7.808219178,0
Afghanistan,West Indies,2,82,66,9,154,8.111111111,7.454545455,1
New Zealand,Pakistan,1,85,61,5,141,5.796610169,8.360655738,1
Pakistan,New Zealand,1,-1,25,9,133,8.526315789,-0.24,1
Pakistan,Australia,1,139,118,10,138,0,7.06779661,1
Pakistan,Afghanistan,2,77,41,7,167,6.911392405,11.26829268,0
India,Sri Lanka,2,77,43,1,163,6.779220779,10.74418605,0
England,Sri Lanka,2,123,87,8,161,7.090909091,8.482758621,1
New Zealand,Australia,3,90,33,5,196,7.379310345,16.36363636,0
Pakistan,England,3,126,49,5,227,8.61971831,15.42857143,0
Afghanistan,Pakistan,3,107,76,10,171,8.863636364,8.447368421,1
Afghanistan,Sri Lanka,1,83,83,9,111,4.702702703,6,1
England,Australia,1,43,47,8,128,7.068493151,5.489361702,1
Australia,New Zealand,3,171,108,10,185,7.5,9.5,1
Pakistan,Sri Lanka,1,101,93,8,134,7.555555556,6.516129032,0
England,Pakistan,3,154,84,9,207,9,11,0
New Zealand,England,3,159,95,10,189,7.44,10.04210526,0
Australia,New Zealand,2,-5,-2,4,158,8.06557377,15,1
West Indies,Afghanistan,3,76,12,2,223,8.222222222,38,0
Pakistan,Australia,3,18,18,9,185,9.882352941,6,1
England,India,3,112,59,8,197,8.459016393,11.38983051,0
India,Sri Lanka,1,45,59,8,119,7.37704918,4.576271186,1
Afghanistan,Sri Lanka,3,54,20,5,171,7.08,16.2,0
India,Sri Lanka,3,131,47,5,177,3.863013699,16.72340426,0
England,West Indies,3,131,51,7,190,5.217391304,15.41176471,0
Pakistan,Australia,2,29,22,6,165,8.387755102,7.909090909,1
England,India,2,41,39,9,151,8.222222222,6.307692308,1
Afghanistan,Pakistan,3,115,83,10,171,9.243243243,8.313253012,1
India,Australia,3,77,48,9,173,8.083333333,9.625,1
Pakistan,England,1,38,28,6,130,6.065217391,8.142857143,1
Afghanistan,England,3,111,66,8,191,9,10.09090909,1
India,Afghanistan,2,39,15,6,164,7.2,15.6,0
Australia,New Zealand,1,91,85,9,126,6.171428571,6.423529412,1
New Zealand,Australia,3,95,50,6,182,7.542857143,11.4,0
New Zealand,Sri Lanka,3,108,51,6,179,6.260869565,12.70588235,0
Afghanistan,England,2,35,18,3,161,7.470588235,11.66666667,0
Afghanistan,Sri Lanka,2,3,9,6,168,8.972972973,2,1
Afghanistan,Pakistan,3,19,15,6,185,9.542857143,7.6,1
England,India,1,83,67,9,149,7.58490566,7.432835821,1
England,Pakistan,3,93,51,8,207,10,10.94117647,0
Afghanistan,Australia,3,117,46,6,218,8.27027027,15.26086957,0
Afghanistan,New Zealand,3,68,29,6,189,8.043956044,14.06896552,0
New Zealand,Pakistan,1,43,29,4,141,6.527472527,8.896551724,1
India,Pakistan,3,129,69,5,177,5.764705882,11.2173913,0
New Zealand,England,3,125,61,7,190,6.711864407,12.29508197,1
Pakistan,India,3,105,54,6,178,6.727272727,11.66666667,0
India,England,3,81,41,5,171,6.911392405,11.85365854,1
West Indies,New Zealand,1,112,105,9,132,8.4,6.4,1
Australia,England,3,150,79,9,205,8.195121951,11.39240506,1
England,Pakistan,3,99,41,5,175,5.848101266,14.48780488,0
New Zealand,England,1,62,59,8,135,7.278688525,6.305084746,1
West Indies,Afghanistan,1,23,23,6,128,6.556701031,6,1
New Zealand,Pakistan,3,134,83,9,196,10.21621622,9.686746988,1
Australia,Sri Lanka,1,47,59,9,112,6.491803279,4.779661017,1
Pakistan,West Indies,3,126,78,9,172,6.714285714,9.692307692,0
Australia,New Zealand,1,55,38,9,146,6.731707317,8.684210526,1
India,Sri Lanka,2,164,113,10,168,4.285714286,8.707964602,1
Afghanistan,Australia,3,13,-2,5,218,10.13114754,-39,0
Sri Lanka,Australia,2,142,95,8,165,5.76,8.968421053,0
Sri Lanka,Pakistan,2,56,53,10,165,9.850746269,6.339622642,1
Pakistan,India,3,92,56,5,172,7.59375,9.857142857,0
England,India,3,116,28,5,230,7.5,24.85714286,0
Sri Lanka,Pakistan,2,42,21,4,168,7.696969697,12,1
West Indies,Afghanistan,2,62,45,7,168,8.56,8.266666667,1
England,New Zealand,3,137,65,8,231,10.36363636,12.64615385,0
Afghanistan,India,3,65,19,4,183,7.069306931,20.52631579,0
West Indies,Afghanistan,1,9,17,6,128,6.990291262,3.176470588,1
Sri Lanka,England,3,105,17,3,205,5.883495146,37.05882353,0
Afghanistan,West Indies,3,189,107,9,206,8.307692308,10.59813084,0
Afghanistan,India,1,6,11,7,116,6.110091743,3.272727273,1
Pakistan,Afghanistan,1,15,45,6,80,5.28,2,1
Australia,England,2,96,91,9,154,12.20689655,6.32967033,1
Sri Lanka,England,3,172,115,10,175,4.8,8.973913043,0
Australia,England,2,70,34,6,165,6.697674419,12.35294118,1
Australia,Pakistan,3,109,68,9,179,8.192307692,9.617647059,1
West Indies,Australia,3,104,50,8,200,8.314285714,12.48,0
West Indies,Afghanistan,1,142,117,10,146,10,7.282051282,1
New Zealand,West Indies,3,106,58,6,185,7.741935484,10.96551724,1
England,Pakistan,1,41,71,9,82,5.142857143,3.464788732,1
Sri Lanka,New Zealand,3,92,18,3,211,7.058823529,30.66666667,0
Australia,England,2,136,87,7,165,5.454545455,9.379310345,0
Afghanistan,Pakistan,3,90,59,7,175,8.459016393,9.152542373,1
Australia,Pakistan,1,43,16,3,148,6.115384615,16.125,1
Australia,Afghanistan,3,139,86,10,171,5.823529412,9.697674419,0
West Indies,England,3,42,35,7,182,9.952941176,7.2,1
Afghanistan,Pakistan,1,73,53,7,148,6.805970149,8.264150943,1
Sri Lanka,India,3,66,34,7,172,7.465116279,11.64705882,0
Pakistan,West Indies,2,131,101,10,164,10.73684211,7.782178218,1
Sri Lanka,Afghanistan,2,22,19,5,164,8.495049505,6.947368421,1
Sri Lanka,New Zealand,2,149,105,10,160,4.8,8.514285714,1
Sri Lanka,Afghanistan,1,79,71,7,120,5.142857143,6.676056338,1
Australia,New Zealand,1,44,32,7,148,7.159090909,8.25,1
West Indies,Pakistan,3,102,74,9,183,10.69565217,8.27027027,1
Afghanistan,England,3,153,91,8,186,7.034482759,10.08791209,0
England,Pakistan,3,22,7,5,194,9.185840708,18.85714286,0
West Indies,Sri Lanka,1,49,27,3,132,5.419354839,10.88888889,0
New Zealand,Pakistan,2,25,23,8,169,8.969072165,6.52173913,1
Afghanistan,Pakistan,3,34,12,6,191,8.777777778,17,0
Australia,New Zealand,3,109,59,8,211,10.13114754,11.08474576,0
Sri Lanka,New Zealand,2,17,13,6,160,8.074766355,7.846153846,1
West Indies,Australia,1,113,94,9,148,8.307692308,7.212765957,0
Afghanistan,West Indies,3,153,92,9,181,6.214285714,9.97826087,0
Afghanistan,West Indies,1,130,110,10,136,4.2,7.090909091,1
New Zealand,Sri Lanka,1,92,74,9,145,7.043478261,7.459459459,1
Sri Lanka,Australia,3,25,10,7,186,8.836363636,15,0
India,Sri Lanka,3,46,45,9,198,12.24,6.133333333,1
Afghanistan,New Zealand,3,116,40,2,192,5.775,17.4,0
England,West Indies,3,89,55,9,183,8.769230769,9.709090909,1
West Indies,Afghanistan,3,220,117,10,223,8,11.28205128,0
England,West Indies,1,44,32,8,139,6.545454545,8.25,1
New Zealand,Afghanistan,2,79,53,7,150,6.447761194,8.943396226,0
New Zealand,Sri Lanka,3,127,82,9,190,10.10526316,9.292682927,0
India,Sri Lanka,3,160,108,10,189,15,8.888888889,0
England,West Indies,2,61,43,8,160,7.792207792,8.511627907,1
India,England,1,38,41,9,140,7.82278481,5.56097561,1
Pakistan,West Indies,2,160,117,10,161,4,8.205128205,0
England,Pakistan,3,161,105,10,181,8.4,9.2,1
New Zealand,Australia,1,20,51,9,109,7.826086957,2.352941176,1
India,Sri Lanka,3,182,117,10,182,2,9.333333333,0
India,Australia,2,140,97,10,165,6.782608696,8.659793814,0
India,New Zealand,3,119,44,5,179,4.815789474,16.22727273,0
Sri Lanka,India,3,106,63,9,187,8.631578947,10.0952381,1
Australia,Afghanistan,3,130,86,10,178,8.647058824,9.069767442,1
Afghanistan,Pakistan,2,102,66,8,163,6.888888889,9.272727273,0
New Zealand,India,2,62,30,4,166,7,12.4,0
Pakistan,Australia,1,47,57,8,139,8.857142857,4.947368421,1
Pakistan,Australia,3,107,46,6,186,6.486486486,13.95652174,0
Australia,New Zealand,1,51,33,9,146,6.620689655,9.272727273,1
India,Sri Lanka,3,130,87,9,189,10.90909091,8.965517241,0
India,New Zealand,3,109,30,3,179,4.733333333,21.8,0
Afghanistan,New Zealand,3,170,94,8,192,5.307692308,10.85106383,0
England,India,1,36,37,7,115,5.78313253,5.837837838,1
Sri Lanka,England,3,154,72,5,205,6.5,12.83333333,0
West Indies,England,3,115,66,9,210,10.66666667,10.45454545,1
West Indies,Pakistan,1,29,29,6,126,6.461538462,6,1
West Indies,New Zealand,3,115,68,7,199,9.807692308,10.14705882,0
Sri Lanka,Pakistan,2,157,112,10,165,6.75,8.410714286,1
Afghanistan,Sri Lanka,2,106,82,7,157,8.210526316,7.756097561,0
Afghanistan,Sri Lanka,1,100,84,6,136,6.166666667,7.142857143,1
Sri Lanka,Australia,3,220,105,10,240,8.4,12.57142857,0
Pakistan,India,1,4,16,7,142,8.019230769,1.5,1
Sri Lanka,Afghanistan,3,41,7,5,231,10.14159292,35.14285714,0
Australia,India,1,25,14,3,148,7.018867925,10.71428571,0
Australia,India,2,170,119,10,169,0,8.571428571,1
West Indies,Afghanistan,1,13,22,7,146,8.204081633,3.545454545,1
India,New Zealand,1,68,39,5,145,5.777777778,10.46153846,0
India,Afghanistan,2,107,77,9,164,8.093023256,8.337662338,0
New Zealand,West Indies,1,122,96,9,147,6.5,7.625,1
New Zealand,England,3,136,75,9,190,7.333333333,10.88,1
New Zealand,India,3,27,29,8,191,10.87912088,5.586206897,1
West Indies,India,3,180,111,8,182,2,9.72972973,0
India,Pakistan,2,65,48,9,157,7.75,8.125,1
England,India,2,146,108,10,151,3,8.111111111,1
Australia,New Zealand,1,75,60,9,147,7.3,7.5,1
Pakistan,New Zealand,1,67,79,10,126,8.780487805,5.088607595,1
Australia,India,3,116,71,7,176,7.469387755,9.802816901,0
Australia,England,1,39,30,6,131,6.2,7.8,1
Pakistan,Sri Lanka,3,89,37,7,201,8.168674699,14.43243243,0
Afghanistan,Sri Lanka,2,142,100,9,165,7.2,8.52,1
England,India,3,182,88,9,209,5.25,12.40909091,0
India,Pakistan,1,12,4,5,138,6.568965517,18,1
West Indies,Afghanistan,3,51,23,5,186,8.412371134,13.30434783,0
New Zealand,Australia,3,199,113,10,210,10.28571429,10.56637168,0
New Zealand,West Indies,3,129,82,9,185,9,9.43902439,1
West Indies,New Zealand,2,91,52,5,164,6.529411765,10.5,0
West Indies,India,3,6,1,3,171,8.369747899,36,0
Sri Lanka,England,3,50,23,7,213,10.1443299,13.04347826,0
Pakistan,West Indies,2,118,74,8,163,6,9.567567568,0
England,West Indies,2,143,114,10,150,8,7.526315789,0
Pakistan,Australia,1,66,74,8,139,9.652173913,5.351351351,1
Sri Lanka,England,1,76,60,9,145,7,7.6,0
Afghanistan,New Zealand,3,131,52,5,201,6.264705882,15.11538462,0
Afghanistan,Pakistan,2,151,104,9,163,4.875,8.711538462,0
England,India,3,94,48,8,197,8.666666667,11.75,0
Afghanistan,Sri Lanka,2,162,117,10,165,8,8.307692308,1
West Indies,Sri Lanka,1,73,83,10,138,10.7027027,5.277108434,1
Australia,Sri Lanka,2,7,8,5,164,8.464285714,5.25,1
Australia,India,2,77,56,8,157,7.59375,8.25,1
Sri Lanka,England,1,104,97,10,124,5.47826087,6.432989691,1
England,Pakistan,2,120,79,9,165,6.731707317,9.113924051,1
Afghanistan,West Indies,2,88,62,7,166,8.172413793,8.516129032,1
India,Pakistan,3,30,17,6,172,8.330097087,10.58823529,0
India,Sri Lanka,3,8,0,4,230,11.15,inf,0
Australia,India,1,126,97,9,148,6,7.793814433,0
Pakistan,England,3,220,114,10,222,3,11.57894737,0
West Indies,Australia,3,189,114,10,200,12,9.947368421,0
India,Afghanistan,3,121,68,7,190,8.076923077,10.67647059,0
India,West Indies,3,20,16,7,187,9.692307692,7.5,1
Australia,Sri Lanka,1,10,7,4,136,6.743362832,8.571428571,0
Afghanistan,West Indies,1,24,5,2,148,6.52173913,28.8,0
Sri Lanka,Australia,3,175,103,10,205,10.94117647,10.19417476,1
Sri Lanka,New Zealand,2,140,107,9,162,10.61538462,7.85046729,0
Australia,New Zealand,3,172,110,10,185,8.4,9.381818182,1
Pakistan,West Indies,3,76,43,8,181,8.25974026,10.60465116,0
Pakistan,Afghanistan,1,107,100,10,134,8.4,6.42,1
Sri Lanka,India,3,165,101,10,187,7.263157895,9.801980198,1
New Zealand,India,3,162,89,8,197,6.967741935,10.92134831,0
Sri Lanka,Afghanistan,2,120,91,8,158,8.068965517,7.912087912,1
Australia,New Zealand,1,102,86,10,146,7.941176471,7.11627907,1
England,Afghanistan,2,124,97,8,152,7.565217391,7.670103093,1
New Zealand,India,2,135,77,6,166,4.465116279,10.51948052,0
Afghanistan,New Zealand,3,170,99,9,192,6.571428571,10.3030303,0
West Indies,Sri Lanka,2,42,30,7,157,7.733333333,8.4,0
Pakistan,England,2,139,105,10,160,8.8,7.942857143,1
Afghanistan,Pakistan,1,91,82,9,142,8.210526316,6.658536585,1
England,Pakistan,2,47,25,6,165,7.515789474,11.28,1
New Zealand,Afghanistan,2,11,12,6,151,7.833333333,5.5,1
Australia,Sri Lanka,3,119,71,8,192,9.06122449,10.05633803,1
Sri Lanka,India,3,44,19,7,197,9.148514851,13.89473684,0
England,West Indies,1,126,114,10,129,4,6.631578947,0
Pakistan,Afghanistan,1,24,36,7,134,7.928571429,4,1
West Indies,Australia,2,20,19,7,165,8.673267327,6.315789474,1
